time	EMPTY_DRIVE	PICKUP	OCCUPIED_DRIVE	DROPOFF	STAY	UNPLANNED
21:00	0	0	0	0	11	0
21:05	0	0	0	0	11	0
21:10	0	0	0	0	11	0
21:15	0	0	0	0	11	0
21:20	0	0	0	0	11	0
21:25	0	0	0	0	11	0
21:30	0	0	0	0	11	0
21:35	0	0	0	0	11	0
21:40	0	0	0	0	11	0
21:45	0	0	0	0	11	0
21:50	0	0	0	0	11	0
21:55	0	0	0	0	11	0
22:00	0	0	0	0	11	0
22:05	0	0	0	0	11	0
22:10	0	0	0	0	11	0
22:15	0	0	0	0	11	0
22:20	0	0	0	0	11	0
22:25	0	0	0	0	11	0
22:30	0	0	0	0	11	0
22:35	0	0	0	0	11	0
22:40	0	0	0	0	11	0
22:45	0	0	0	0	11	0
22:50	0	0	0	0	11	0
22:55	0	0	0	0	11	0
23:00	0	0	0	0	11	0
23:05	0	0	0	0	11	0
23:10	0	0	0	0	11	0
23:15	0	0	0	0	11	0
23:20	0	0	0	0	11	0
23:25	0	0	0	0	11	0
23:30	0	0	0	0	11	0
23:35	0	0	0	0	11	0
23:40	0	0	0	0	11	0
23:45	0	0	0	0	11	0
23:50	0	0	0	0	11	0
23:55	0	0	0	0	11	0
24:00	0	0	0	0	11	0
24:05	0	0	0	0	11	0
24:10	0	0	0	0	11	0
24:15	0	0	0	0	11	0
24:20	0	0	0	0	11	0
24:25	0	0	0	0	11	0
24:30	0	0	0	0	11	0
24:35	0	0	0	0	11	0
24:40	0	0	0	0	11	0
24:45	0	0	0	0	11	0
24:50	0	0	0	0	11	0
24:55	0	0	0	0	11	0
25:00	0	0	0	0	11	0
25:05	0	0	0	0	11	0
25:10	0	0	0	0	11	0
25:15	0	0	0	0	11	0
25:20	0	0	0	0	11	0
25:25	0	0	0	0	11	0
25:30	0	0	0	0	11	0
25:35	0	0	0	0	11	0
25:40	0	0	0	0	11	0
25:45	0	0	0	0	11	0
25:50	0	0	0	0	11	0
25:55	0	0	0	0	11	0
26:00	0	0	0	0	11	0
26:05	0	0	0	0	11	0
26:10	0	0	0	0	11	0
26:15	0	0	0	0	11	0
26:20	0	0	0	0	11	0
26:25	0	0	0	0	11	0
26:30	0	0	0	0	11	0
26:35	0	0	0	0	11	0
26:40	0	0	0	0	11	0
26:45	0	0	0	0	11	0
26:50	0	0	0	0	11	0
26:55	0	0	0	0	11	0
27:00	0	0	0	0	11	0
27:05	0	0	0	0	11	0
27:10	0	0	0	0	11	0
27:15	0	0	0	0	11	0
27:20	0	0	0	0	11	0
27:25	0	0	0	0	11	0
27:30	0	0	0	0	11	0
27:35	0	0	0	0	11	0
27:40	0	0	0	0	11	0
27:45	0	0	0	0	11	0
27:50	0	0	0	0	11	0
27:55	0	0	0	0	11	0
28:00	0	0	0	0	11	0
28:05	0	0	0	0	11	0
28:10	0	0	0	0	11	0
28:15	0	0	0	0	11	0
28:20	0	0	0	0	11	0
28:25	0	0	0	0	11	0
28:30	0	0	0	0	11	0
28:35	0	0	0	0	11	0
28:40	0	0	0	0	11	0
28:45	0	0	0	0	11	0
28:50	0	0	0	0	11	0
28:55	0	0	0	0	11	0
29:00	0	0	0	0	11	0
